DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,CO,92,67728.99,17432.6,15099.67
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,OK,101,50822.68,14665.28,13046.83
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,AR,113,46412.83,13341.31,12117.14
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,AZ,124,64844.3,16284.93,14630.93
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,CT,131,71496.39,24047.53,20593.16
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,WI,134,48630.79,16721.27,15059.19
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,KY,137,43573.93,14478.88,13002.07
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,SC,138,70540.22,16678.28,14065.3
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,AL,142,64209.23,13860.72,11832.65
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,LA,142,58041.12,15036.27,12341.49
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,WA,151,63922.65,21084.3,16944.16
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MN,156,44928.06,19650.37,15428.84
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,IN,183,62967.58,17137.54,15585.73
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MO,184,57906.15,17096.72,14210.66
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MA,189,53793.11,22399.41,20138.24
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,TN,202,59546.19,15106.5,13388.68
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NC,214,48921.43,16760.9,14652.51
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,GA,224,75451.6,17932.19,16410.1
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,VA,227,49078.91,15966.75,12764.37
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MD,230,26329.38,24394.84,22497.38
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,PA,287,94672.46,18376.61,14932.54
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NJ,295,102250.26,18074.65,16381.76
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,MI,314,42004.68,17210.94,14922.54
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,OH,317,52745.1,16033.74,13499.08
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,IL,401,65390.65,16641.34,14986.33
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,NY,410,82834.04,23896.29,19981.94
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,TX,526,76859.5,16074.75,13850.14
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,CA,573,113114.44,22424.13,20120.53
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,FL,596,76663.65,15104.34,13747.58
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,AK,15,55863.67,11911.87,10989.87
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,WY,23,30926.13,11631.61,9781.91
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,VT,34,24839.79,11261.26,9499.59
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,ID,49,36375.27,8411.47,7458.12
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,HI,51,31578.69,12905.47,10304.8
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MT,52,21562.67,7911.35,6857.65
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,ND,65,17992.6,8012.63,6942.95
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,RI,65,36290.83,13970.35,11968.29
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,DC,66,36434.47,11120.21,9157.08
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,DE,68,24476.15,9444.18,7250.19
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,ME,69,23668.2,8751.59,7534.04
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NM,72,28790.75,9844.61,8333.1
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,SD,73,33363.03,9206.73,7449.7
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,UT,75,26372.6,9923.27,8059.4
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NV,82,59404.84,9194.9,7882.3
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NH,101,24629.72,9483.92,7884.75
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NE,108,28983.89,8988.78,7384.31
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,OR,131,32320.56,12332.44,9109.95
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,KS,147,33235.76,8104.86,6959.86
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,CO,151,48052.7,9653.73,8003.32
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,WV,168,20495.23,8093.86,6639.78
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MS,174,28681.58,7922.28,6911.04
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,OK,181,34235.54,8601.39,6955.34
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,IA,182,25305.75,8073.6,6972.65
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,AR,215,28048.42,7934.62,6538.63
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,WA,257,34582.36,11350.91,8034.95
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MN,260,29391.32,10682.18,8079.07
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,AL,267,38799.28,7749.69,6407.71
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,WI,275,27388.38,9695.21,7448.55
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,KY,278,27350.68,8457.04,6707.9
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,LA,279,36670.05,9224.46,7081
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,CT,280,34058.77,12313.16,9117.44
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,SC,289,37704.06,9300.08,7440.9
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,AZ,334,38697.36,9169.07,7753.24
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MO,395,32620.01,8612.89,7510.99
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,TN,401,30677.54,8334.83,6706.71
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,IN,404,32192.55,8221.5,6888.88
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,VA,428,28768.54,8606.06,6625.22
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,GA,439,35232.8,8582.92,7235.64
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MD,471,13320.56,12315.3,11420.37
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MA,506,24790.43,11290.25,9818.97
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NC,526,28359.68,9118.69,7378.03
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,MI,536,23413.36,9131.4,7521.8
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,OH,565,29308.24,8686.49,6903.37
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NJ,610,63653.41,10229.65,8601.49
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,PA,748,45989.09,9846.16,7549.57
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,IL,793,35766.15,9360.63,7684.98
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,NY,880,43331.49,11875.81,9958.61
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,CA,1095,62688.77,12087.14,10194.18
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,TX,1101,44580.15,8954.39,7217.1
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,FL,1316,40902.89,8295.67,6968.04
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,NH,11,24304.45,7675.09,3403.55
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MT,16,18591.25,6169.5,5769
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,NV,16,51551.13,6429.44,5545.19
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,OR,18,19361.39,6656.56,5633.11
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,WV,19,18003.26,5771.47,4228.53
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,CO,21,54097.81,6895.43,5191.48
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,IA,21,27627.29,5981.9,4999.29
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,KS,22,47749.59,8485.77,6498.59
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,AR,23,23076.09,5387.96,3426.43
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MN,23,23670.43,6297.78,5398.83
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,OK,25,27185.76,6619.12,4876.04
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,WA,29,31771.83,6893.07,5915.38
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MS,32,22913.5,5468.13,4464.72
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,LA,33,25453.94,6496.7,4340.15
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,AL,38,41347.5,7181.87,6157.34
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,AZ,38,25094.5,6835.47,4934.79
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,CT,39,33082.33,8145.97,5941.13
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,KY,40,24053.4,6015.8,4786.58
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MA,41,21367.2,8085.32,6090.37
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,WI,42,27833.52,7032.57,5911.67
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MO,44,26603.66,7025.27,4901.02
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,NC,53,34622.87,8937.08,7547.72
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,SC,54,24587.35,5816.74,4534.04
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,OH,57,24232.37,6470.44,4452.25
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,TN,58,22240.09,5421.34,4425.81
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,IN,61,20775.84,5609.57,4419.74
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MD,61,12247.23,11405.66,9856.74
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,GA,64,24738.11,6456.5,4844.55
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,MI,64,17788.86,6223.02,5196.72
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,VA,65,27220.05,6470.32,4317.92
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,IL,79,29415.06,7866.71,5288.49
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,PA,93,32731.23,7165.49,5021.82
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,NJ,98,45469.26,6879.35,5073.06
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,NY,128,30197.16,8472.8,7142.7
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,TX,148,33215.36,6198.31,4697.6
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,CA,156,47189.19,8780.25,7254.53
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,FL,194,33750.47,6285.73,4813.11
811 - RED BLOOD CELL DISORDERS W MCC,AK,26,42192.12,13095.88,12253.42
811 - RED BLOOD CELL DISORDERS W MCC,WY,28,24442.18,11087.68,10027.75
811 - RED BLOOD CELL DISORDERS W MCC,MT,32,22643.13,8302.06,7171.34
811 - RED BLOOD CELL DISORDERS W MCC,ND,38,27602.71,9829.84,8926.29
811 - RED BLOOD CELL DISORDERS W MCC,HI,45,30652.04,12276.53,10980.96
811 - RED BLOOD CELL DISORDERS W MCC,SD,45,35040.76,9506.64,8464.87
811 - RED BLOOD CELL DISORDERS W MCC,VT,51,21864.59,11777.33,10815.1
811 - RED BLOOD CELL DISORDERS W MCC,ID,53,28713.92,9002.25,7992.64
811 - RED BLOOD CELL DISORDERS W MCC,UT,67,28446.3,10119.6,7446.34
811 - RED BLOOD CELL DISORDERS W MCC,ME,85,25270.6,9459.45,7873.88
811 - RED BLOOD CELL DISORDERS W MCC,NH,94,29111.05,8846.81,8073.69
811 - RED BLOOD CELL DISORDERS W MCC,RI,105,28902.65,10874.58,9326.29
811 - RED BLOOD CELL DISORDERS W MCC,NM,110,38630.63,10917.77,9732.8
811 - RED BLOOD CELL DISORDERS W MCC,NE,122,31815.08,8959.34,7942.72
811 - RED BLOOD CELL DISORDERS W MCC,OR,147,29648.86,10710.69,9364.01
811 - RED BLOOD CELL DISORDERS W MCC,DE,153,24718.86,10415.71,7632.31
811 - RED BLOOD CELL DISORDERS W MCC,DC,154,41609.53,13435.1,11020.97
811 - RED BLOOD CELL DISORDERS W MCC,CO,165,59429.12,11351.84,9308.1
811 - RED BLOOD CELL DISORDERS W MCC,KS,183,35097.3,8454.52,7240.86
811 - RED BLOOD CELL DISORDERS W MCC,IA,188,27011.97,8300.82,7343.14
811 - RED BLOOD CELL DISORDERS W MCC,NV,236,74895.58,10003.22,8721.61
811 - RED BLOOD CELL DISORDERS W MCC,WV,250,24672.35,8774.66,7297.26
811 - RED BLOOD CELL DISORDERS W MCC,AR,289,31699.48,8375.15,7287.9
811 - RED BLOOD CELL DISORDERS W MCC,AZ,305,45500.76,9327.99,8179.85
811 - RED BLOOD CELL DISORDERS W MCC,WA,358,37078.08,10479.86,8717.34
811 - RED BLOOD CELL DISORDERS W MCC,MN,362,26555.43,10368.28,8663.39
811 - RED BLOOD CELL DISORDERS W MCC,CT,379,40459.89,11725.5,9873.82
811 - RED BLOOD CELL DISORDERS W MCC,WI,388,28038.01,9259.36,7693.27
811 - RED BLOOD CELL DISORDERS W MCC,OK,434,33055.85,8476,7450.82
811 - RED BLOOD CELL DISORDERS W MCC,MS,509,34877.59,8115.87,7046.3
811 - RED BLOOD CELL DISORDERS W MCC,KY,575,33337.72,8593.27,7478.35
811 - RED BLOOD CELL DISORDERS W MCC,MO,593,33794.23,8829.88,7847.67
811 - RED BLOOD CELL DISORDERS W MCC,SC,640,38077.15,8967.07,7349.68
811 - RED BLOOD CELL DISORDERS W MCC,AL,666,33689.86,7698.77,6653.99
811 - RED BLOOD CELL DISORDERS W MCC,LA,672,29994.58,8599.54,7307.98
811 - RED BLOOD CELL DISORDERS W MCC,IN,700,30911.81,8492.69,7407.25
811 - RED BLOOD CELL DISORDERS W MCC,TN,721,33883.93,8376.53,7290.72
811 - RED BLOOD CELL DISORDERS W MCC,MA,770,19823.65,11284.21,10185.66
811 - RED BLOOD CELL DISORDERS W MCC,MD,786,13604.24,12588.15,11498.83
811 - RED BLOOD CELL DISORDERS W MCC,VA,874,32709.04,9212.96,7528.83
811 - RED BLOOD CELL DISORDERS W MCC,GA,967,35371.19,8816.93,7925.3
811 - RED BLOOD CELL DISORDERS W MCC,NC,1102,27041.97,9256.6,7522.97
811 - RED BLOOD CELL DISORDERS W MCC,NJ,1137,79504.91,11305.1,9411.17
811 - RED BLOOD CELL DISORDERS W MCC,OH,1164,31531.25,9189.12,7600.02
811 - RED BLOOD CELL DISORDERS W MCC,MI,1370,25896.63,9840.73,8393.43
811 - RED BLOOD CELL DISORDERS W MCC,PA,1458,48363.43,9949.14,8055.05
811 - RED BLOOD CELL DISORDERS W MCC,IL,1604,36136.36,9407.46,8157.62
811 - RED BLOOD CELL DISORDERS W MCC,NY,2104,47240.47,13568.37,11571.24
811 - RED BLOOD CELL DISORDERS W MCC,CA,2158,64157.13,12629.85,11154.04
811 - RED BLOOD CELL DISORDERS W MCC,TX,2377,46183.94,9206.36,7707.23
811 - RED BLOOD CELL DISORDERS W MCC,FL,2554,51995.29,9045.65,7842
812 - RED BLOOD CELL DISORDERS W/O MCC,WY,65,19643.91,7044.02,6181.18
812 - RED BLOOD CELL DISORDERS W/O MCC,HI,66,21432.14,8605.94,6788.61
812 - RED BLOOD CELL DISORDERS W/O MCC,AK,68,30923.57,8514.41,7333.07
812 - RED BLOOD CELL DISORDERS W/O MCC,MT,85,15626.32,5479.46,4462.09
812 - RED BLOOD CELL DISORDERS W/O MCC,VT,86,15146.2,7301.13,6004.13
812 - RED BLOOD CELL DISORDERS W/O MCC,ID,88,18822.85,5717.33,4593.25
812 - RED BLOOD CELL DISORDERS W/O MCC,ND,98,12610.29,5609.33,4234.65
812 - RED BLOOD CELL DISORDERS W/O MCC,UT,124,19954.09,6538.4,4888.63
812 - RED BLOOD CELL DISORDERS W/O MCC,SD,133,20019.88,6204.44,5040.59
812 - RED BLOOD CELL DISORDERS W/O MCC,NH,170,19471.05,6071.76,4824.52
812 - RED BLOOD CELL DISORDERS W/O MCC,ME,180,15141.13,5913.48,4611.31
812 - RED BLOOD CELL DISORDERS W/O MCC,NM,190,22611.25,7035.88,5424.58
812 - RED BLOOD CELL DISORDERS W/O MCC,RI,207,23557.44,7328.76,5839.65
812 - RED BLOOD CELL DISORDERS W/O MCC,DE,275,16584.27,6409.28,4726.77
812 - RED BLOOD CELL DISORDERS W/O MCC,OR,280,18396.27,6789.67,5570.91
812 - RED BLOOD CELL DISORDERS W/O MCC,NE,318,21813.37,5902.89,4751.02
812 - RED BLOOD CELL DISORDERS W/O MCC,DC,360,24595.67,8433.08,6355.81
812 - RED BLOOD CELL DISORDERS W/O MCC,CO,368,32812.75,6408.78,5063.86
812 - RED BLOOD CELL DISORDERS W/O MCC,NV,413,42287.91,6472.39,5208.6
812 - RED BLOOD CELL DISORDERS W/O MCC,KS,488,22657.93,5395.59,4363.36
812 - RED BLOOD CELL DISORDERS W/O MCC,IA,507,18711.29,5562.51,4563.96
812 - RED BLOOD CELL DISORDERS W/O MCC,WV,598,14997.23,5635.37,4325.32
812 - RED BLOOD CELL DISORDERS W/O MCC,MN,667,19141.57,6567.98,5164.2
812 - RED BLOOD CELL DISORDERS W/O MCC,AZ,740,29227.77,6308.33,5086.11
812 - RED BLOOD CELL DISORDERS W/O MCC,WA,768,25404.41,6788.53,5311.6
812 - RED BLOOD CELL DISORDERS W/O MCC,WI,806,20806.79,6171.63,4807.8
812 - RED BLOOD CELL DISORDERS W/O MCC,AR,878,18374,5284.32,4234.09
812 - RED BLOOD CELL DISORDERS W/O MCC,CT,897,24450.21,7612.72,6174.09
812 - RED BLOOD CELL DISORDERS W/O MCC,OK,1083,23652.87,5664.77,4542.86
812 - RED BLOOD CELL DISORDERS W/O MCC,KY,1351,20477.9,5638.53,4460.2
812 - RED BLOOD CELL DISORDERS W/O MCC,MS,1450,23544.52,5645.78,4563.9
812 - RED BLOOD CELL DISORDERS W/O MCC,MO,1533,21402.2,5929.8,4773.97
812 - RED BLOOD CELL DISORDERS W/O MCC,IN,1576,22114.28,5736.97,4549.23
812 - RED BLOOD CELL DISORDERS W/O MCC,TN,1670,23398.88,5444.69,4424.46
812 - RED BLOOD CELL DISORDERS W/O MCC,SC,1682,25212.16,5933.73,4560.81
812 - RED BLOOD CELL DISORDERS W/O MCC,MA,1739,15004.46,7502.89,6237.33
812 - RED BLOOD CELL DISORDERS W/O MCC,LA,1885,20086.53,6279.99,4915.48
812 - RED BLOOD CELL DISORDERS W/O MCC,MD,1899,8891.79,8247.39,7223.53
812 - RED BLOOD CELL DISORDERS W/O MCC,VA,1920,22089.02,5850.47,4314.86
812 - RED BLOOD CELL DISORDERS W/O MCC,AL,2021,22581.34,5278.34,4017.91
812 - RED BLOOD CELL DISORDERS W/O MCC,GA,2383,21170.42,6087.53,4944.81
812 - RED BLOOD CELL DISORDERS W/O MCC,OH,2513,22145.25,6190.96,4719.25
812 - RED BLOOD CELL DISORDERS W/O MCC,NC,2736,18671.65,6281.92,4696.35
812 - RED BLOOD CELL DISORDERS W/O MCC,MI,2801,16633.38,6438.04,5032.57
812 - RED BLOOD CELL DISORDERS W/O MCC,NJ,2846,51248.37,7184.2,5634.65
812 - RED BLOOD CELL DISORDERS W/O MCC,PA,3219,30741.05,6532.23,4731.61
812 - RED BLOOD CELL DISORDERS W/O MCC,IL,3373,25929.49,6665.94,5144.74
812 - RED BLOOD CELL DISORDERS W/O MCC,CA,4252,45171.64,8339.34,7054.44
812 - RED BLOOD CELL DISORDERS W/O MCC,NY,4652,30366.99,8735.3,7155.34
812 - RED BLOOD CELL DISORDERS W/O MCC,TX,5089,29687.38,6213.41,4747.33
812 - RED BLOOD CELL DISORDERS W/O MCC,FL,6913,32398.91,5902.8,4762.32
813 - COAGULATION DISORDERS,ND,12,27775.08,11739.42,10793.75
813 - COAGULATION DISORDERS,MT,15,54929.73,13909.53,13044.8
813 - COAGULATION DISORDERS,HI,18,39866.61,19065.44,15903.11
813 - COAGULATION DISORDERS,ID,20,38248.5,11506.2,10410.1
813 - COAGULATION DISORDERS,DE,28,44416.36,14681.61,9992.32
813 - COAGULATION DISORDERS,UT,28,46440.46,15406.64,11955.82
813 - COAGULATION DISORDERS,SD,29,40659.69,11819.62,10760.59
813 - COAGULATION DISORDERS,RI,34,46135.12,16071.29,14210.21
813 - COAGULATION DISORDERS,ME,36,39698.69,14779.86,12978.69
813 - COAGULATION DISORDERS,DC,37,122553.05,33130.19,29794.14
813 - COAGULATION DISORDERS,NE,41,71222.29,19616.78,17174.29
813 - COAGULATION DISORDERS,NH,41,39394.22,13244.63,11681.02
813 - COAGULATION DISORDERS,OR,41,57498.85,19103.02,17445.8
813 - COAGULATION DISORDERS,NM,47,36542.79,13194.87,11078.06
813 - COAGULATION DISORDERS,NV,47,78858.77,13305.72,11436.32
813 - COAGULATION DISORDERS,CO,60,74658.45,12826.05,11532.05
813 - COAGULATION DISORDERS,IA,60,35803.58,11420.28,10174.4
813 - COAGULATION DISORDERS,WV,63,29806.65,11915.67,9511.73
813 - COAGULATION DISORDERS,KS,84,62154.89,15092.89,11882.98
813 - COAGULATION DISORDERS,OK,87,55984.11,13323.3,10086.64
813 - COAGULATION DISORDERS,WA,89,54982.16,15271.06,13181.66
813 - COAGULATION DISORDERS,MS,91,45765.89,11718.74,10621.18
813 - COAGULATION DISORDERS,WI,100,56094.22,18117.35,15866.62
813 - COAGULATION DISORDERS,AZ,103,78557.35,16897.8,15301.27
