,DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments,Percent Actually Paid,Percent Covered by Medicare
24112,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,WI,15,36332.13,11881.87,7174.33,0.6729652238941124,0.197465163754506
24113,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,LA,17,52733.06,10227.47,8077.65,0.8060520288411103,0.15317999751958258
24114,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,MA,18,39747.5,13526.94,12062.72,0.6596782187558965,0.3034837411157934
24115,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,GA,19,34901.32,9624.63,8348.89,0.7242330662565198,0.23921416152741498
24116,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,IN,19,55516.63,9873.89,8655.89,0.8221453643710002,0.15591526358858598
24117,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,MD,19,13905.21,12829.68,11817.26,0.0773472676788052,0.8498440512584852
24118,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,TN,20,45128.85,8562.15,7233.9,0.8102732509248518,0.16029435715733947
24119,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,AL,21,44495.62,8326.57,7183.62,0.8128676485460816,0.16144555351740236
24120,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,SC,21,46457.52,11842.62,8225.14,0.7450871247539688,0.17704647170145973
24121,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,MO,23,42792.09,10479.26,8203.22,0.7551122181692924,0.19169944725765906
24122,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,OH,27,39531.74,10077.37,8375.56,0.7450815471314948,0.21186924734403292
24123,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,NC,31,33580.26,10653.65,8330.19,0.6827406934907592,0.24806806141465254
24124,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,MI,33,31421.27,10732.45,8783.3,0.6584336024610081,0.27953357709602444
24125,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,NJ,35,72709.54,11592.31,9333.83,0.8405668637155455,0.12837146267188598
24126,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,TX,39,60702.26,9978.33,7247.08,0.8356184761489934,0.11938731770448086
24127,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,IL,42,49635.81,10752.62,9338.62,0.7833697082811784,0.18814279448648066
24128,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,PA,47,66721.87,11909.53,9439.3,0.8215048529065507,0.1414723538174215
24129,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,NY,53,59733.7,14389.74,12580.13,0.7591018135491356,0.21060356214331274
24130,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,CA,62,74568.45,14887.23,11354.16,0.8003548417594841,0.1522649324211513
24131,825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,FL,72,55613.21,10228.26,7401.58,0.8160821862287755,0.13309032152612663
24132,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,LA,11,178070.09,44979.64,33068.73,0.747404856144005,0.1857062575753177
24133,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,OR,11,114747.27,46688.55,44164.55,0.5931184245167662,0.3848854094742298
24134,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,WA,12,178850.58,45376.83,43670.83,0.7462863693257243,0.2441749420102524
24135,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,SC,14,132625.0,38251.36,35015.21,0.7115825824693686,0.26401666352497644
24136,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,AL,15,140930.67,30982.67,29756.27,0.780156654332233,0.2111411944610779
24137,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,WI,15,246818.47,77733.2,46343.13,0.6850592259161157,0.1877620017659132
24138,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,CO,16,224420.5,43961.06,39456.44,0.8041129932425959,0.1758147762793506
24139,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,VA,17,152157.71,40647.29,32939.41,0.7328607929233424,0.21648203038807567
24140,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,TN,18,136790.67,32249.17,30230.67,0.7642443742690931,0.220999502378342
24141,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,AZ,19,170731.11,37663.89,35430.89,0.7793964439169873,0.20752451032503685
24142,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MN,20,181661.15,75475.55,65115.9,0.5845256401822844,0.3584470317401382
24143,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,IN,21,149884.76,41246.38,39344.38,0.7248127161160347,0.2624975347727147
24144,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MO,23,116848.48,37732.43,31923.87,0.6770824062067388,0.273207405008606
24145,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,OH,24,171159.25,43299.17,39193.21,0.7470240726107412,0.22898680614690703
24146,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,GA,25,118604.0,45907.12,28791.52,0.6129378435803178,0.24275336413611684
24147,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NJ,25,223858.88,51572.6,35114.88,0.7696200391961221,0.1568616800012579
24148,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MD,30,60360.0,56124.07,48726.9,0.07017776673293573,0.8072713717693837
24149,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,IL,33,135500.48,38429.76,35299.94,0.7163865397377189,0.2605152395032106
24150,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MA,35,126227.34,48855.0,44839.34,0.6129602350806093,0.3552268470523105
24151,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MI,35,116467.57,43843.23,41173.77,0.6235584721137394,0.3535213278683499
24152,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NC,37,118479.41,39867.14,35137.16,0.6635099719014469,0.29656764833653376
24153,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,PA,38,262917.42,49508.68,42113.82,0.8116949420848569,0.16017888810866926
24154,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NY,46,263773.89,73565.54,63801.35,0.7211037832440506,0.24187894412142155
24155,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,FL,55,162928.62,33004.64,30885.62,0.797428837241732,0.1895653446276044
24156,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,TX,60,191886.33,39308.63,34509.22,0.795146272274841,0.17984199291320024
24157,826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,CA,78,361007.1,64453.06,55433.08,0.8214631789790284,0.15355121824473814
24158,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MS,11,45786.09,14028.73,12300.0,0.693602795084708,0.26864054126482523
24159,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NE,12,54359.42,15384.83,13836.17,0.7169795041963287,0.2545312293619027
24160,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AR,14,47335.57,17503.71,15031.93,0.6302207832291868,0.3175609800410136
24161,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CT,15,64429.13,21824.07,18323.73,0.6612701428686062,0.2844013259219859
24162,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,UT,15,44357.67,20124.0,17065.8,0.5463242320888361,0.38473165971071066
24163,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IA,16,80938.56,21549.81,16053.25,0.7337510081721247,0.1983387151933516
24164,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,KY,19,74001.68,16416.32,13361.74,0.7781628741401546,0.18055995485507897
24165,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AL,20,79476.8,16479.95,12117.75,0.7926445201618586,0.15246902240653876
24166,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OK,21,75804.14,14613.76,12935.29,0.8072168617703466,0.1706409438851229
24167,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,SC,21,69891.24,19378.0,13806.24,0.7227406467534415,0.19753891904049775
24168,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OR,22,60468.36,22268.09,17809.5,0.6317398057430366,0.29452593058584686
24169,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,WI,31,74053.1,18427.84,15468.9,0.75115369916992,0.20888929700444678
24170,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IN,32,71292.34,19874.44,14231.47,0.7212261513649292,0.19962130573915796
24171,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MO,35,57858.09,14771.6,13575.77,0.7446925745388415,0.23463909714268136
24172,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NJ,35,116691.89,18912.29,16910.11,0.8379296967424215,0.14491246992400245
24173,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,GA,36,59643.44,14869.89,13500.47,0.7506869154428383,0.2263529736044735
24174,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,WA,37,67447.22,19070.7,17059.97,0.7172500215724237,0.2529380751348981
24175,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CO,39,103096.08,18269.36,15632.87,0.822792874375049,0.15163399035152453
24176,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,VA,39,76421.0,16238.03,14052.28,0.7875187448476204,0.18387982360869395
24177,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MI,40,55706.98,18175.9,16257.33,0.673723113333374,0.29183649876550477
24178,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,TN,41,71084.66,17869.29,14921.95,0.7486196037232224,0.20991800481285272
24179,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MD,45,36479.2,33741.02,30913.31,0.07506140485536965,0.8474229149762057
24180,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OH,45,84427.93,21569.91,14622.04,0.7445168915073482,0.1731896068042886
24181,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AZ,46,83646.76,18897.43,15139.43,0.7740805501611778,0.180992425767597
24182,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MA,56,66501.05,23708.2,20291.98,0.6434913433697664,0.30513773842668646
24183,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NC,56,72079.02,19650.27,14582.55,0.7273787851166678,0.20231337773460292
24184,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NY,61,73260.03,23960.38,20230.82,0.6729406198714359,0.2761508560670805
24185,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MN,64,61965.14,23586.3,17557.91,0.6193617895481233,0.28335141339146497
24186,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IL,66,84838.68,26735.27,14618.82,0.6848693308288153,0.17231314772931405
24187,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,TX,68,92245.65,16300.71,13450.81,0.8232902039283154,0.1458151143170437
24188,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,PA,77,96565.82,19228.58,15236.73,0.800875920693264,0.1577859536635219
24189,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,FL,92,87857.67,16326.08,13885.68,0.814175814132107,0.1580474419592507
24190,827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CA,156,172007.52,28936.21,23769.17,0.8317735759459819,0.13818680718145346
24191,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,KY,12,70018.08,16798.58,8067.67,0.7600822530409288,0.11522266820227003
24192,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,TN,12,48738.83,10195.33,8671.5,0.7908170959376744,0.17791768903767283
24193,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,CO,13,86972.77,12998.0,8305.23,0.8505509253068518,0.09549230178594978
24194,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,OR,13,43565.15,14922.92,12845.62,0.6574573942704204,0.2948599970389176
24195,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,OH,14,59560.79,11325.29,9382.64,0.8098532608449284,0.15753048272193837
24196,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,AR,16,34884.69,9854.5,8182.06,0.7175121808449495,0.23454587098237079
24197,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,IL,16,73705.63,13136.31,11110.44,0.8217733163667417,0.1507407236055102
24198,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,IN,16,49973.19,10271.44,8799.63,0.7944609899828288,0.17608701785897596
24199,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,VA,16,58272.81,12440.0,8993.38,0.7865213639088281,0.15433235500398898
24200,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,GA,17,49261.18,10819.06,8409.41,0.7803735111501593,0.17071068943131285
24201,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,AL,18,56770.56,9169.39,7944.94,0.8384833617987915,0.1399482407783189
24202,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,WA,19,49040.42,14360.89,12089.21,0.7071621735702917,0.24651522152542737
24203,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,AZ,20,62058.1,12800.55,9520.45,0.7937328084488569,0.15341188338025175
24204,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MI,21,44047.52,12240.0,10573.62,0.7221182940605964,0.24005029114011417
24205,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,SC,21,55216.38,10187.76,8528.52,0.8154938806202072,0.1544563406728221
24206,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MO,22,61074.55,10719.23,9218.18,0.8244894149854564,0.15093324469848735
24207,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NJ,25,66956.6,13601.56,10126.04,0.7968600556181169,0.1512328881693515
24208,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,PA,26,90864.81,14072.12,10975.62,0.8451312449781164,0.12079065592059238
24209,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MD,28,28381.71,26410.04,23067.0,0.06946973949067897,0.8127417269783956
24210,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MN,28,38441.04,14763.82,9843.07,0.615935989244828,0.2560562877591241
24211,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NC,28,46724.46,12738.86,9370.82,0.7273620711721441,0.2005549127801584
24212,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MA,32,65514.41,15338.03,12628.25,0.7658831087695058,0.1927553037568376
24213,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,FL,39,77353.0,11147.77,8764.82,0.8558844517988959,0.11330937390922136
24214,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NY,39,64682.21,17261.49,12555.0,0.7331338864271953,0.1941028298198222
24215,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,TX,46,67147.09,11131.85,7507.04,0.8342169407490332,0.11179993057033448
24216,828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,CA,65,126453.45,20149.83,14379.68,0.8406541695778169,0.11371520508139557
24217,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MS,11,96766.73,23483.18,21803.55,0.7573217571783194,0.22532072748557277
24218,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,UT,11,57507.73,28648.91,26040.27,0.5018250589964167,0.4528133870003215
24219,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,WV,11,104892.27,28807.55,24845.55,0.7253606009289341,0.23686731157596264
24220,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,ME,12,65228.33,24870.08,22602.25,0.6187227236999628,0.34650971441396705
24221,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,OR,12,79349.75,37034.42,28532.75,0.5332761602903601,0.35958210328324913
24222,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,IA,14,109116.36,28903.71,27236.57,0.73511112357487,0.24961032424468704
24223,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,NE,14,103220.43,25791.93,24304.21,0.7501276636805331,0.2354592981253808
24224,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,OK,15,159444.8,24421.93,21866.4,0.8468314426058423,0.13714087884960816
24225,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,AR,17,104780.12,28464.76,21321.41,0.7283381618574211,0.2034871691309382
24226,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,KS,21,111852.0,25518.19,22372.9,0.7718575438972929,0.20002235096377358
24227,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,KY,23,104331.43,23762.09,20722.09,0.7722441837517228,0.19861790449915237
24228,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,CT,24,99563.17,30396.63,24808.42,0.6947000582645169,0.24917266093476131
24229,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,LA,26,103630.12,28971.35,19844.88,0.7204350434024392,0.1914972210781962
24230,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,AL,29,114702.59,25395.31,23372.48,0.7785986349567172,0.20376593065596862
24231,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,SC,29,117026.24,29451.03,25969.83,0.7483382359375128,0.2219145894117422
24232,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,CO,33,133199.03,27915.24,25205.39,0.7904245999389035,0.18923103268845126
24233,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MD,33,27367.27,25428.03,22601.45,0.07085982635462001,0.8258569451757519
24234,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,IN,35,103273.29,25191.23,21512.46,0.7560721654166339,0.20830613607836063
24235,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,WA,36,112116.33,31542.69,27718.67,0.7186610549952892,0.24723133552445034
24236,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,WI,36,75665.14,24419.78,21918.33,0.6772651183887323,0.28967540402357017
24237,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MO,38,97926.21,27564.76,25562.05,0.7185149920537107,0.2610337926894138
24238,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,AZ,40,117890.73,26590.4,23823.55,0.7744487628501409,0.20208162253300155
24239,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,GA,44,84971.25,25453.07,22038.93,0.7004507995351369,0.2593692572487753
24240,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MN,44,92631.7,35626.36,31469.43,0.6153977526052097,0.33972635717578326
24241,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,TN,44,90899.18,23256.39,21018.41,0.7441518174311363,0.23122771844586498
24242,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,NJ,45,129816.47,27075.6,25091.73,0.7914317035427014,0.19328618317845186
24243,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,VA,48,68018.35,24854.83,18832.6,0.6345864020517993,0.2768752843901682
24244,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MA,59,92804.64,35775.75,32759.34,0.6145047273498394,0.3529924796863605
24245,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,NC,60,79525.23,28905.42,24383.25,0.6365251631463373,0.3066102418062796
24246,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,OH,60,71967.95,23987.88,21737.67,0.6666866292564954,0.3020465359927579
24247,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,MI,64,65619.86,26749.39,24629.22,0.5923583195697156,0.3753317974162091
24248,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,IL,80,113745.03,32888.41,26992.1,0.7108584876191952,0.23730355515313503
24249,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,NY,90,135458.12,37007.28,31972.13,0.726799102187451,0.23602963041270617
24250,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,PA,96,122232.96,27897.88,22980.33,0.7717646696930189,0.1880043647801706
24251,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,FL,105,133547.62,26720.82,21563.5,0.7999154159392732,0.16146674871480302
24252,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,TX,130,150108.82,32856.29,27457.83,0.7811168590892926,0.1829194980015165
24253,829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,CA,166,206825.85,41870.52,37495.33,0.7975566400428187,0.1812893794465247
24254,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,LA,11,41731.82,11577.91,7563.55,0.7225639811539492,0.1812417958286986
24255,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,VA,12,41742.08,9602.0,8004.42,0.7699683389040508,0.1917590115298519
24256,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,MA,13,66400.08,13078.77,11126.23,0.8030308096014341,0.16756350293553862
24257,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,MD,14,16488.14,15367.29,13000.07,0.06797916563056831,0.7884497584324248
24258,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,NC,14,44669.21,11432.64,8317.43,0.7440599464373783,0.18620051708995974
24259,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,PA,18,52012.78,12139.61,8536.5,0.766603323260168,0.16412312512424831
24260,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,AL,19,36544.84,8781.95,7561.32,0.759693844602959,0.20690527034733222
24261,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,FL,23,49835.39,9712.35,8319.52,0.805111387710621,0.166939999867564
24262,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,TX,30,52765.8,9453.63,7585.33,0.8208379291131757,0.1437546668486027
24263,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,NY,37,41301.51,13419.0,11479.89,0.6750966247965269,0.27795327580032786
24264,830 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,CA,56,78221.3,15463.27,12429.16,0.802313819893047,0.15889738472768924
